date,Time,Count15,Count30,Count60,weekday,zone,timestamp,sequence,tag,lane,speed(kph),average_speed(kph),direction,class_number,class_name,axle_count,wheelbase(m),length(m),presence,width(m),distance(m),min_distance(m),max_distance(m),VC15,VC30,VC60
2/9/2014,3:38:16 AM,2:48:20,19:33:20,5:03:20,Sunday,,1391917096,,,Lane 2,102.1,102,>,1,Short Vehicle,2,2.703,,,14.6,45.1,37.7,52.4,0,0,177
2/9/2014,3:38:27 AM,3:03:20,20:03:20,6:03:20,Sunday,,1391917107,,,Lane 2,120.2,120.3,>,1,Short Vehicle,2,2.792,,,13,65.8,58.5,73.1,0,0,181
2/9/2014,3:38:37 AM,3:18:20,20:33:20,7:03:20,Sunday,,1391917117,,,Lane 1,99.9,100,>,1,Short Vehicle,2,2.602,,,13.9,41.1,34,48.2,0,0,204
2/9/2014,3:38:38 AM,3:33:20,21:03:20,8:03:20,Sunday,,1391917118,,,Lane 2,101,101.2,>,1,Short Vehicle,2,2.538,,,13.5,62.5,55.5,69.6,0,0,198
2/9/2014,3:38:39 AM,3:48:20,21:33:20,9:03:20,Sunday,,1391917119,,,Lane 2,100.7,100.5,>,1,Short Vehicle,2,2.647,,,12.8,56,49.4,62.5,0,0,172
2/9/2014,3:38:39 AM,4:03:20,22:03:20,10:03:20,Sunday,,1391917119,,,Lane 2,111.4,111.4,>,1,Short Vehicle,2,2.919,,,12.7,64,57.5,70.4,0,0,528
2/9/2014,3:38:40 AM,4:18:20,22:33:20,11:03:20,Sunday,,1391917120,,,Lane 1,107.7,107.6,>,1,Short Vehicle,2,2.854,,,15.7,29.2,21.2,37.3,0,0,595
2/9/2014,3:38:41 AM,4:33:20,23:03:20,12:03:20,Sunday,,1391917121,,,Lane 2,103.1,103,>,1,Short Vehicle,2,3.011,,,14.7,61.7,54,69.3,0,0,767
2/9/2014,3:38:48 AM,4:48:20,23:33:20,13:03:20,Sunday,,1391917128,,,Lane 1,78.8,78.6,>,3,Two Axle Truck or Bus,2,3.356,,,15.6,29.7,21.5,38,0,0,803
2/9/2014,3:38:48 AM,5:03:20,0:03:20,14:03:20,Sunday,,1391917128,,,Lane 2,106.2,106.1,>,1,Short Vehicle,2,2.698,,,14.8,62.8,55.2,70.4,0,0,737
2/9/2014,3:38:52 AM,5:18:20,0:33:20,15:03:20,Sunday,,1391917132,,,Lane 2,107.8,107.7,>,1,Short Vehicle,2,2.849,,,13.3,59.7,52.6,66.7,0,0,691
2/9/2014,3:38:56 AM,5:33:20,1:03:20,16:03:20,Sunday,,1391917136,,,Lane 1,109,109,>,1,Short Vehicle,2,2.57,,,13.7,33.5,26.6,40.4,0,0,641
2/9/2014,3:39:14 AM,5:48:20,1:33:20,17:03:20,Sunday,,1391917154,,,Lane 1,95.6,95.5,>,1,Short Vehicle,2,2.596,,,13.7,31.4,24.5,38.4,0,0,746
2/9/2014,3:39:19 AM,6:03:20,2:03:20,18:03:20,Sunday,,1391917159,,,Lane 2,98.7,98.6,>,1,Short Vehicle,2,2.896,,,12.5,61.6,55,68.3,0,0,758
2/9/2014,3:39:20 AM,6:18:20,2:33:20,19:03:20,Sunday,,1391917160,,,Lane 1,58.2,58.4,>,4,Three Axle Truck or Bus,3,5.199,,,19.9,24.9,14.6,35.3,0,0,527
2/9/2014,3:39:26 AM,6:33:20,3:03:20,20:03:20,Sunday,,1391917166,,,Lane 2,96.2,96.2,>,1,Short Vehicle,2,2.557,,,13.6,60.8,53.9,67.7,0,0,268
2/9/2014,3:39:30 AM,6:48:20,3:33:20,21:03:20,Sunday,,1391917170,,,Lane 2,142.8,142.6,>,1,Short Vehicle,2,3.01,,,13.2,62.9,56,69.9,0,0,97
2/9/2014,3:39:39 AM,7:03:20,4:03:20,22:03:20,Sunday,,1391917179,,,Lane 1,103.2,103.2,>,1,Short Vehicle,2,2.603,,,13.5,32.2,25.5,39,0,0,92
2/9/2014,3:39:52 AM,7:18:20,4:33:20,23:03:20,Sunday,,1391917192,,,Lane 1,96.7,96.6,>,3,Two Axle Truck or Bus,2,3.202,,,14,31.2,23.8,38.6,0,0,0
2/9/2014,3:39:55 AM,7:33:20,5:03:20,0:03:20,Sunday,,1391917195,,,Lane 1,115.5,115.5,>,1,Short Vehicle,2,2.806,,,12.5,31.2,24.4,37.9,0,0,0
2/9/2014,3:40:01 AM,7:48:20,5:33:20,1:03:20,Sunday,,1391917201,,,Lane 1,111.2,111.1,>,1,Short Vehicle,2,2.696,,,14.8,32.1,24.6,39.6,0,0,0
2/9/2014,3:40:03 AM,8:03:20,6:03:20,2:03:20,Sunday,,1391917203,,,Lane 1,119.2,119.4,>,1,Short Vehicle,2,2.7,,,12.3,35.9,29.7,42.2,0,0,0
2/9/2014,3:40:22 AM,8:18:20,6:33:20,3:03:20,Sunday,,1391917222,,,Lane 2,180.1,179.6,>,1,Short Vehicle,2,2.852,,,15.6,65.7,57.8,73.5,0,0,158
2/9/2014,3:40:25 AM,8:33:20,7:03:20,4:03:20,Sunday,,1391917225,,,Lane 1,98.9,99.3,>,3,Two Axle Truck or Bus,2,3.359,,,13.9,29.5,22,37,0,0,219
2/9/2014,3:40:31 AM,8:48:20,7:33:20,5:03:20,Sunday,,1391917231,,,Lane 1,105.5,105,>,1,Short Vehicle,2,2.953,,,14.6,34,26.7,41.3,0,0,177
2/9/2014,3:40:37 AM,9:03:20,8:03:20,6:03:20,Sunday,,1391917237,,,Lane 1,105.5,105.5,>,1,Short Vehicle,2,3.083,,,15.9,30.1,22,38.3,0,0,181
2/9/2014,3:40:49 AM,9:18:20,8:33:20,7:03:20,Sunday,,1391917249,,,Lane 2,121.3,121.4,>,1,Short Vehicle,2,2.937,,,14.6,58.8,51.3,66.3,0,0,204
2/9/2014,3:40:52 AM,9:33:20,9:03:20,8:03:20,Sunday,,1391917252,,,Lane 2,126,125.9,>,1,Short Vehicle,2,2.46,,,12.7,57,50.2,63.8,0,0,198
2/9/2014,3:40:55 AM,9:48:20,9:33:20,9:03:20,Sunday,,1391917255,,,Lane 1,105.1,105.1,>,1,Short Vehicle,2,2.842,,,14.9,28.1,20.5,35.6,0,0,172
2/9/2014,3:40:55 AM,10:03:20,10:03:20,10:03:20,Sunday,,1391917255,,,Lane 2,118.8,118.6,>,1,Short Vehicle,2,2.846,,,14.9,64.7,57.2,72.3,0,0,528
2/9/2014,3:40:59 AM,10:18:20,10:33:20,11:03:20,Sunday,,1391917259,,,Lane 2,114.5,114.1,>,1,Short Vehicle,2,2.924,,,14.8,56.6,49.1,64.1,0,0,595
2/9/2014,3:41:01 AM,10:33:20,11:03:20,12:03:20,Sunday,,1391917261,,,Lane 1,108.2,108.1,>,1,Short Vehicle,2,2.528,,,13.2,31.4,24.5,38.3,0,0,767
2/9/2014,3:41:14 AM,10:48:20,11:33:20,13:03:20,Sunday,,1391917274,,,Lane 2,130.9,130.9,>,1,Short Vehicle,2,2.916,,,13.9,58.4,51.4,65.5,0,0,803
2/9/2014,3:41:24 AM,11:03:20,12:03:20,14:03:20,Sunday,,1391917284,,,Lane 2,133.3,133.4,>,1,Short Vehicle,2,2.848,,,14.2,63.9,56.6,71.1,0,0,737
2/9/2014,3:41:25 AM,11:18:20,12:33:20,15:03:20,Sunday,,1391917285,,,Lane 1,76.7,76.9,>,1,Short Vehicle,2,2.718,,,13.3,29.3,22.4,36.3,0,0,691
2/9/2014,3:41:32 AM,11:33:20,13:03:20,16:03:20,Sunday,,1391917292,,,Lane 2,149.1,149.5,>,1,Short Vehicle,2,2.942,,,16.2,58.6,50.4,66.8,0,0,641
2/9/2014,3:41:55 AM,11:48:20,13:33:20,17:03:20,Sunday,,1391917315,,,Lane 1,111.5,111.4,>,1,Short Vehicle,2,2.918,,,13.5,29.2,22.4,36.1,0,0,746
2/9/2014,3:42:26 AM,12:03:20,14:03:20,18:03:20,Sunday,,1391917346,,,Lane 1,106.5,106.4,>,1,Short Vehicle,2,2.8,,,13.4,32.1,25.3,39,0,0,758
2/9/2014,3:42:33 AM,12:18:20,14:33:20,19:03:20,Sunday,,1391917353,,,Lane 2,107.2,107.3,>,1,Short Vehicle,2,2.805,,,13.6,57.4,50.4,64.4,0,0,527
2/9/2014,3:42:59 AM,12:33:20,15:03:20,20:03:20,Sunday,,1391917379,,,Lane 1,115.5,115.1,>,1,Short Vehicle,2,3.002,,,13.6,28,20.9,35.1,0,0,268
2/9/2014,3:43:04 AM,12:48:20,15:33:20,21:03:20,Sunday,,1391917384,,,Lane 2,127.3,127.2,>,1,Short Vehicle,2,2.85,,,15.2,60.3,52.4,68.1,0,0,97
2/9/2014,3:43:22 AM,13:03:20,16:03:20,22:03:20,Sunday,,1391917402,,,Lane 2,113.7,113.8,>,1,Short Vehicle,2,2.688,,,13.4,57.1,50.3,63.9,0,0,92
2/9/2014,3:43:31 AM,13:18:20,16:33:20,23:03:20,Sunday,,1391917411,,,Lane 1,92.1,92.1,>,3,Two Axle Truck or Bus,2,3.36,,,15.6,31.2,23.4,39.1,0,0,0
2/9/2014,3:43:42 AM,13:33:20,17:03:20,0:03:20,Sunday,,1391917422,,,Lane 2,122.1,122,>,1,Short Vehicle,2,3.078,,,15.4,60.6,52.8,68.4,0,0,0
2/9/2014,3:43:44 AM,13:48:20,17:33:20,1:03:20,Sunday,,1391917424,,,Lane 2,123.8,123.6,>,1,Short Vehicle,2,2.954,,,13.9,59.6,52.4,66.7,0,0,0
2/9/2014,3:43:46 AM,14:03:20,18:03:20,2:03:20,Sunday,,1391917426,,,Lane 2,115.9,116,>,1,Short Vehicle,2,2.724,,,13.1,48.1,41.4,54.9,0,0,0
2/9/2014,3:43:48 AM,14:18:20,18:33:20,3:03:20,Sunday,,1391917428,,,Lane 1,85.5,85.4,>,1,Short Vehicle,2,3.067,,,14.1,27.1,19.7,34.5,0,0,134
2/9/2014,3:43:51 AM,14:33:20,19:03:20,4:03:20,Sunday,,1391917431,,,Lane 2,112.7,112.7,>,1,Short Vehicle,2,2.848,,,15.3,62.8,55.1,70.6,0,0,219
2/9/2014,3:43:57 AM,14:48:20,19:33:20,5:03:20,Sunday,,1391917437,,,Lane 1,77.3,77.2,>,1,Short Vehicle,2,2.862,,,12.4,29.1,22.9,35.4,0,0,177
2/9/2014,3:44:16 AM,15:03:20,20:03:20,6:03:20,Sunday,,1391917456,,,Lane 2,107.7,107.7,>,1,Short Vehicle,2,2.819,,,13.2,63.8,56.8,70.8,0,0,181
2/9/2014,3:44:17 AM,15:18:20,20:33:20,7:03:20,Sunday,,1391917457,,,Lane 1,100.5,100.4,>,1,Short Vehicle,2,2.772,,,12.9,25.1,17.9,32.4,0,0,204
2/9/2014,3:44:19 AM,15:33:20,21:03:20,8:03:20,Sunday,,1391917459,,,Lane 2,98.1,98.1,>,1,Short Vehicle,2,2.773,,,14,60.2,52.9,67.4,0,0,198
2/9/2014,3:44:22 AM,15:48:20,21:33:20,9:03:20,Sunday,,1391917462,,,Lane 2,127,126.7,>,1,Short Vehicle,2,2.843,,,13.7,53.9,46.9,60.9,0,0,172
2/9/2014,3:44:26 AM,16:03:20,22:03:20,10:03:20,Sunday,,1391917466,,,Lane 2,131.5,131.3,>,1,Short Vehicle,2,2.965,,,14.3,60.2,52.9,67.5,0,0,528
2/9/2014,3:44:27 AM,16:18:20,22:33:20,11:03:20,Sunday,,1391917467,,,Lane 2,149.8,149.4,>,1,Short Vehicle,2,2.967,,,15,61.6,53.9,69.3,0,0,595
2/9/2014,3:44:28 AM,16:33:20,23:03:20,12:03:20,Sunday,,1391917468,,,Lane 1,100.2,100,>,1,Short Vehicle,2,2.916,,,14.2,30.7,23.4,38,0,0,767
2/9/2014,3:44:40 AM,16:48:20,23:33:20,13:03:20,Sunday,,1391917480,,,Lane 1,83,83,>,1,Short Vehicle,2,2.95,,,13.1,28.5,21.9,35.1,0,0,803
2/9/2014,3:44:46 AM,17:03:20,0:03:20,14:03:20,Sunday,,1391917486,,,Lane 1,108.2,107.9,>,1,Short Vehicle,2,2.6,,,13.1,27.6,20.9,34.4,0,0,737
2/9/2014,3:44:52 AM,17:18:20,0:33:20,15:03:20,Sunday,,1391917492,,,Lane 2,123.7,123.6,>,1,Short Vehicle,2,3.081,,,15.3,60.3,52.4,68.1,0,0,691
2/9/2014,3:45:08 AM,17:33:20,1:03:20,16:03:20,Sunday,,1391917508,,,Lane 2,128.8,129.3,>,1,Short Vehicle,2,2.851,,,13.9,56.7,49.7,63.8,0,0,641
2/9/2014,3:45:23 AM,17:48:20,1:33:20,17:03:20,Sunday,,1391917523,,,Lane 2,105.2,105.2,>,1,Short Vehicle,2,2.85,,,13.9,57.5,50.4,64.6,0,0,746
2/9/2014,3:45:26 AM,18:03:20,2:03:20,18:03:20,Sunday,,1391917526,,,Lane 1,87.9,87.9,>,1,Short Vehicle,2,3.09,,,10.8,31.4,26,36.8,0,0,758
2/9/2014,3:45:30 AM,18:18:20,2:33:20,19:03:20,Sunday,,1391917530,,,Lane 1,89.8,89.7,>,3,Two Axle Truck or Bus,2,3.355,,,15.9,29.5,21.4,37.6,0,0,527
2/9/2014,3:45:53 AM,18:33:20,3:03:20,20:03:20,Sunday,,1391917553,,,Lane 2,121.6,121,>,1,Short Vehicle,2,2.938,,,15.1,55.8,48,63.5,0,0,268
2/9/2014,3:46:00 AM,18:48:20,3:33:20,21:03:20,Sunday,,1391917560,,,Lane 1,89.7,89.7,>,1,Short Vehicle,2,2.885,,,13.5,31.5,24,39,0,0,97
2/9/2014,3:46:01 AM,19:03:20,4:03:20,22:03:20,Sunday,,1391917561,,,Lane 2,121.3,121.4,>,1,Short Vehicle,2,2.772,,,14.4,64.2,56.9,71.5,0,0,92
2/9/2014,3:46:16 AM,19:18:20,4:33:20,23:03:20,Sunday,,1391917576,,,Lane 2,153.4,153.7,>,1,Short Vehicle,2,2.852,,,14.9,59.6,51.9,67.4,0,0,0
2/9/2014,3:46:18 AM,19:33:20,5:03:20,0:03:20,Sunday,,1391917578,,,Lane 2,148.7,148.8,>,1,Short Vehicle,2,3.078,,,15.7,65.3,57.4,73.2,0,0,0
2/9/2014,3:46:26 AM,19:48:20,5:33:20,1:03:20,Sunday,,1391917586,,,Lane 2,114.8,114.5,>,1,Short Vehicle,2,2.711,,,13.6,60.3,53.4,67.3,0,0,0
2/9/2014,3:46:29 AM,20:03:20,6:03:20,2:03:20,Sunday,,1391917589,,,Lane 2,121.2,121,>,1,Short Vehicle,2,2.972,,,14,63.7,56.6,70.8,0,0,0
2/9/2014,3:46:29 AM,20:18:20,6:33:20,3:03:20,Sunday,,1391917589,,,Lane 1,90,89.9,>,1,Short Vehicle,2,3.186,,,11.2,27.4,20.5,34.3,0,0,110
2/9/2014,3:46:39 AM,20:33:20,7:03:20,4:03:20,Sunday,,1391917599,,,Lane 1,127.5,127.2,>,1,Short Vehicle,2,2.597,,,13.3,28.2,21.5,35,0,0,219
2/9/2014,3:46:52 AM,20:48:20,7:33:20,5:03:20,Sunday,,1391917612,,,Lane 2,119.4,119.5,>,1,Short Vehicle,2,2.838,,,15,57.9,50.3,65.4,0,0,177
2/9/2014,3:47:07 AM,21:03:20,8:03:20,6:03:20,Sunday,,1391917627,,,Lane 1,92.3,92.4,>,3,Two Axle Truck or Bus,2,3.36,,,13.9,30.8,23.6,37.9,0,0,181
2/9/2014,3:47:14 AM,21:18:20,8:33:20,7:03:20,Sunday,,1391917634,,,Lane 2,128.4,127.9,>,1,Short Vehicle,2,2.572,,,12.6,60.3,53.7,66.8,0,0,204
2/9/2014,3:47:16 AM,21:33:20,9:03:20,8:03:20,Sunday,,1391917636,,,Lane 1,95.4,95.2,>,1,Short Vehicle,2,2.842,,,15.2,28.2,20.5,35.8,0,0,198
2/9/2014,3:47:18 AM,21:48:20,9:33:20,9:03:20,Sunday,,1391917638,,,Lane 2,137.3,137.3,>,1,Short Vehicle,2,2.825,,,14,58.3,51.2,65.5,0,0,172
2/9/2014,3:47:35 AM,22:03:20,10:03:20,10:03:20,Sunday,,1391917655,,,Lane 2,129.3,129.4,>,1,Short Vehicle,2,2.6,,,12.8,58.7,52,65.4,0,0,528
2/9/2014,3:47:37 AM,22:18:20,10:33:20,11:03:20,Sunday,,1391917657,,,Lane 1,94.4,94.3,>,1,Short Vehicle,2,2.862,,,14.8,29.5,22.1,37,0,0,595
2/9/2014,3:47:41 AM,22:33:20,11:03:20,12:03:20,Sunday,,1391917661,,,Lane 2,120.9,120.8,>,1,Short Vehicle,2,3.002,,,12.7,59.5,52.1,66.8,0,0,767
2/9/2014,3:47:43 AM,22:48:20,11:33:20,13:03:20,Sunday,,1391917663,,,Lane 1,99.1,98.9,>,1,Short Vehicle,2,2.888,,,14,28.3,21.1,35.4,0,0,803
2/9/2014,3:47:59 AM,23:03:20,12:03:20,14:03:20,Sunday,,1391917679,,,Lane 2,123.9,123.7,>,1,Short Vehicle,2,2.848,,,13.6,58.9,52,65.9,0,0,737
2/9/2014,3:48:06 AM,23:18:20,12:33:20,15:03:20,Sunday,,1391917686,,,Lane 2,113,113.1,>,1,Short Vehicle,2,3.079,,,15.6,56,47.9,64,0,0,691
2/9/2014,3:48:20 AM,23:33:20,13:03:20,16:03:20,Sunday,,1391917700,,,Lane 2,134.1,134.2,>,1,Short Vehicle,2,2.837,,,13.3,57.8,50.5,65.1,0,0,641
2/9/2014,3:48:27 AM,23:48:20,13:33:20,17:03:20,Sunday,,1391917707,,,Lane 2,134,133.7,>,1,Short Vehicle,2,3.116,,,14.1,59.1,52,66.2,0,0,746
2/9/2014,3:48:39 AM,0:03:20,14:03:20,18:03:20,Sunday,,1391917719,,,Lane 1,59.8,59.7,>,3,Two Axle Truck or Bus,2,3.361,,,15.7,30.7,22.7,38.7,0,0,758
2/9/2014,3:48:45 AM,0:18:20,14:33:20,19:03:20,Sunday,,1391917725,,,Lane 1,86.5,86.2,>,3,Two Axle Truck or Bus,2,3.35,,,14.8,29.3,21.6,37.1,0,0,527
2/9/2014,3:49:06 AM,0:33:20,15:03:20,20:03:20,Sunday,,1391917746,,,Lane 2,112.2,112.1,>,1,Short Vehicle,2,2.804,,,13,61.3,54.5,68.2,0,0,268
2/9/2014,3:49:16 AM,0:48:20,15:33:20,21:03:20,Sunday,,1391917756,,,Lane 2,112.7,112.8,>,1,Short Vehicle,2,2.602,,,12.5,65.4,58.6,72.2,0,0,97
2/9/2014,3:49:16 AM,1:03:20,16:03:20,22:03:20,Sunday,,1391917756,,,Lane 1,75,75.5,>,4,Three Axle Truck or Bus,3,6.599,,,14.6,28.6,19.3,37.8,0,0,92
2/9/2014,3:49:19 AM,1:18:20,16:33:20,23:03:20,Sunday,,1391917759,,,Lane 2,119.1,119.2,>,1,Short Vehicle,2,3.077,,,15.6,60.9,53,68.8,0,0,0
2/9/2014,3:49:23 AM,1:33:20,17:03:20,0:03:20,Sunday,,1391917763,,,Lane 1,84.3,84.3,>,1,Short Vehicle,2,3.083,,,13.6,33.7,26.4,41.1,0,0,0
2/9/2014,3:49:30 AM,1:48:20,17:33:20,1:03:20,Sunday,,1391917770,,,Lane 1,92.4,92.3,>,1,Short Vehicle,2,2.601,,,12.8,31.5,24.7,38.4,0,0,0
2/9/2014,3:49:48 AM,2:03:20,18:03:20,2:03:20,Sunday,,1391917788,,,Lane 1,133.8,133.8,>,1,Short Vehicle,2,2.963,,,12.9,29,22.3,35.8,0,0,0
2/9/2014,3:50:02 AM,2:18:20,18:33:20,3:03:20,Sunday,,1391917802,,,Lane 2,128.6,128.5,>,1,Short Vehicle,2,2.769,,,12.2,62.9,56.5,69.2,0,0,86
2/9/2014,3:50:07 AM,2:33:20,19:03:20,4:03:20,Sunday,,1391917807,,,Lane 1,85.1,85.2,>,1,Short Vehicle,2,2.98,,,13.7,30.8,23.9,37.7,0,0,219
2/9/2014,3:50:30 AM,2:48:20,19:33:20,5:03:20,Sunday,,1391917830,,,Lane 2,135.3,135.2,>,1,Short Vehicle,2,2.768,,,14.3,51.9,44.6,59.2,0,0,177
2/9/2014,3:50:35 AM,3:03:20,20:03:20,6:03:20,Sunday,,1391917835,,,Lane 2,129,129,>,1,Short Vehicle,2,2.914,,,13,58.4,51.6,65.2,0,0,181
2/9/2014,3:50:45 AM,3:18:20,20:33:20,7:03:20,Sunday,,1391917845,,,Lane 1,85.4,85.2,>,1,Short Vehicle,2,2.676,,,13.5,24.1,17,31.2,0,0,204
2/9/2014,3:50:52 AM,3:33:20,21:03:20,8:03:20,Sunday,,1391917852,,,Lane 2,136.8,136.8,>,1,Short Vehicle,2,2.939,,,14.5,62.5,55.3,69.8,0,0,198
2/9/2014,3:50:59 AM,3:48:20,21:33:20,9:03:20,Sunday,,1391917859,,,Lane 1,81.1,81,>,1,Short Vehicle,2,2.571,,,12,21.5,14.7,28.2,0,0,172
2/9/2014,3:51:01 AM,4:03:20,22:03:20,10:03:20,Sunday,,1391917861,,,Lane 2,125.3,125.3,>,1,Short Vehicle,2,2.8,,,14.4,61.9,54.6,69.1,0,0,528
2/9/2014,3:51:06 AM,4:18:20,22:33:20,11:03:20,Sunday,,1391917866,,,Lane 1,96.6,96.5,>,1,Short Vehicle,2,2.687,,,14,31.2,24.2,38.3,0,0,595
2/9/2014,3:51:09 AM,4:33:20,23:03:20,12:03:20,Sunday,,1391917869,,,Lane 2,128.4,128.3,>,1,Short Vehicle,2,2.778,,,12.7,59.5,52.9,66.1,0,0,767
2/9/2014,3:51:17 AM,4:48:20,23:33:20,13:03:20,Sunday,,1391917877,,,Lane 1,124.3,124.5,>,1,Short Vehicle,2,2.848,,,15.2,28.4,20.6,36.1,0,0,803
2/9/2014,3:51:31 AM,5:03:20,0:03:20,14:03:20,Sunday,,1391917891,,,Lane 2,115.7,115.7,>,1,Short Vehicle,2,2.847,,,12.7,59.7,53.2,66.2,0,0,737
2/9/2014,3:51:32 AM,5:18:20,0:33:20,15:03:20,Sunday,,1391917892,,,Lane 1,87.1,87,>,1,Short Vehicle,2,2.941,,,15.9,26,18,34,0,0,691
2/9/2014,3:51:42 AM,5:33:20,1:03:20,16:03:20,Sunday,,1391917902,,,Lane 2,130.1,129.9,>,1,Short Vehicle,2,2.844,,,14.9,60.1,52.2,67.9,0,0,641
2/9/2014,3:51:53 AM,5:48:20,1:33:20,17:03:20,Sunday,,1391917913,,,Lane 1,123.4,123.7,>,1,Short Vehicle,2,2.691,,,13.8,33.3,25.8,40.7,0,0,746
2/9/2014,3:52:12 AM,6:03:20,2:03:20,18:03:20,Sunday,,1391917932,,,Lane 1,75.7,75.6,>,3,Two Axle Truck or Bus,2,3.354,,,12.5,30.6,23.5,37.6,0,0,758
2/9/2014,3:53:05 AM,6:18:20,2:33:20,19:03:20,Sunday,,1391917985,,,Lane 2,155.5,155.4,>,1,Short Vehicle,2,2.638,,,14,53.2,46.2,60.3,0,0,527
2/9/2014,3:53:21 AM,6:33:20,3:03:20,20:03:20,Sunday,,1391918001,,,Lane 1,110.8,110.6,>,1,Short Vehicle,2,3.179,,,13.9,29.4,22.1,36.7,0,0,268
2/9/2014,3:53:24 AM,6:48:20,3:33:20,21:03:20,Sunday,,1391918004,,,Lane 1,117.9,118.3,>,3,Two Axle Truck or Bus,2,3.947,,,12.9,37.3,30.4,44.2,0,0,97
2/9/2014,3:53:29 AM,7:03:20,4:03:20,22:03:20,Sunday,,1391918009,,,Lane 2,132.9,132.7,>,1,Short Vehicle,2,3.076,,,15.6,60.3,52.4,68.2,0,0,92
2/9/2014,3:53:35 AM,7:18:20,4:33:20,23:03:20,Sunday,,1391918015,,,Lane 1,131.7,131.6,>,1,Short Vehicle,2,2.727,,,13.6,32.5,25.5,39.6,0,0,0
2/9/2014,3:54:15 AM,7:33:20,5:03:20,0:03:20,Sunday,,1391918055,,,Lane 2,89.4,89.2,>,1,Short Vehicle,2,2.526,,,13.4,61.9,55.1,68.8,0,0,0
2/9/2014,3:54:30 AM,7:48:20,5:33:20,1:03:20,Sunday,,1391918070,,,Lane 2,131.1,130.9,>,1,Short Vehicle,2,2.767,,,11.9,56.9,50.7,63.1,0,0,0
2/9/2014,3:54:33 AM,8:03:20,6:03:20,2:03:20,Sunday,,1391918073,,,Lane 1,107.6,108,>,1,Short Vehicle,2,3.09,,,14.6,40.1,32.7,47.5,0,0,0
2/9/2014,3:54:55 AM,8:18:20,6:33:20,3:03:20,Sunday,,1391918095,,,Lane 2,132.2,132.5,>,1,Short Vehicle,2,2.774,,,13.8,59.1,52.1,66.1,0,0,62
2/9/2014,3:54:59 AM,8:33:20,7:03:20,4:03:20,Sunday,,1391918099,,,Lane 2,116.3,115.7,>,1,Short Vehicle,2,2.593,,,13.9,61.7,54.7,68.8,0,0,219
2/9/2014,3:55:00 AM,8:48:20,7:33:20,5:03:20,Sunday,,1391918100,,,Lane 1,94.8,94.7,>,1,Short Vehicle,2,2.997,,,12.6,30.1,22.9,37.2,0,0,177
2/9/2014,3:55:32 AM,9:03:20,8:03:20,6:03:20,Sunday,,1391918132,,,Lane 1,104.2,104.2,>,1,Short Vehicle,2,2.719,,,12.3,32.4,26,38.8,0,0,181
2/9/2014,3:55:42 AM,9:18:20,8:33:20,7:03:20,Sunday,,1391918142,,,Lane 2,100.2,100.2,>,1,Short Vehicle,2,2.857,,,13.9,45.7,38.6,52.8,0,0,204
2/9/2014,3:55:49 AM,9:33:20,9:03:20,8:03:20,Sunday,,1391918149,,,Lane 2,122,122.1,>,1,Short Vehicle,2,2.774,,,14,62.2,55,69.4,0,0,198
2/9/2014,3:55:51 AM,9:48:20,9:33:20,9:03:20,Sunday,,1391918151,,,Lane 2,150.3,150.4,>,1,Short Vehicle,2,3.082,,,14.4,61,53.8,68.3,0,0,172
2/9/2014,3:55:57 AM,10:03:20,10:03:20,10:03:20,Sunday,,1391918157,,,Lane 2,108.9,108.7,>,1,Short Vehicle,2,2.998,,,13.1,58.4,51.7,65.1,0,0,528
2/9/2014,3:56:01 AM,10:18:20,10:33:20,11:03:20,Sunday,,1391918161,,,Lane 1,70.4,70.3,>,1,Short Vehicle,2,2.598,,,12.4,33.2,26.7,39.7,0,0,595
2/9/2014,3:56:02 AM,10:33:20,11:03:20,12:03:20,Sunday,,1391918162,,,Lane 2,134.8,134.8,>,1,Short Vehicle,2,2.758,,,12.5,63,56.6,69.4,0,0,767
2/9/2014,3:56:03 AM,10:48:20,11:33:20,13:03:20,Sunday,,1391918163,,,Lane 1,66.6,66.7,>,1,Short Vehicle,2,2.537,,,13.6,30.2,23.2,37.1,0,0,803
2/9/2014,3:56:03 AM,11:03:20,12:03:20,14:03:20,Sunday,,1391918163,,,Lane 2,110.7,110.3,>,1,Short Vehicle,2,3.083,,,14.1,61.4,54.2,68.6,0,0,737
2/9/2014,3:56:19 AM,11:18:20,12:33:20,15:03:20,Sunday,,1391918179,,,Lane 1,117.6,117.4,>,1,Short Vehicle,2,3.097,,,14.3,28.5,21.2,35.8,0,0,691
2/9/2014,3:56:33 AM,11:33:20,13:03:20,16:03:20,Sunday,,1391918193,,,Lane 1,85.4,85.3,>,1,Short Vehicle,2,3.092,,,13,28.5,21.4,35.6,0,0,641
2/9/2014,3:56:45 AM,11:48:20,13:33:20,17:03:20,Sunday,,1391918205,,,Lane 2,128.7,128.4,>,3,Two Axle Truck or Bus,2,3.307,,,15.2,48.3,40.6,56.1,0,0,746
2/9/2014,3:57:01 AM,12:03:20,14:03:20,18:03:20,Sunday,,1391918221,,,Lane 2,127.5,127.5,>,1,Short Vehicle,2,3.06,,,12.8,58.1,51.3,64.9,0,0,758
2/9/2014,3:57:03 AM,12:18:20,14:33:20,19:03:20,Sunday,,1391918223,,,Lane 2,129.7,129.8,>,1,Short Vehicle,2,2.85,,,14.9,59.2,51.5,67,0,0,527
